activity_id,start_time_local,activity_type,duration_seconds,distance_meters,calories,average_hr_bpm,max_hr_bpm,elevation_gain_m,training_load,aerobic_training_effect,anaerobic_training_effect
15040562812,2024-04-23 17:15:50,walking,3634.52,477.12,241,85,121,2.13,3.47,0.4,0
15119235647,2024-04-28 15:09:21,walking,1805.01,662.71,167,100,117,4.47,5.18,0.7,0
15121688525,2024-04-28 17:17:42,walking,2019.13,515.12,194,101,126,7.96,5.59,0.7,0
15172382035,2024-05-01 14:34:47,walking,8617.22,7317.02,901,117,177,17.06,49.58,3.1,0
15202802932,2024-05-03 12:13:33,walking,8176.35,2368.33,377,71,115,8.88,2.5,0.3,0
15216479399,2024-05-04 11:12:27,running,2702.6,1197.56,231,94,124,11.94,5.76,0.7,0
15221664676,2024-05-04 16:11:56,walking,1962.08,861.05,196,102,126,2.13,7.43,1,0
15230000424,2024-05-05 07:08:50,treadmill_running,2359.62,5005.86,364,127,170,0,51.02,3.1,0.2
15242146232,2024-05-05 17:41:31,walking,1896.08,904.95,186,103,126,36.9,5.18,0.7,0
15242152576,2024-05-05 18:33:08,walking,3068.37,1528.57,297,106,127,23.58,6.7,0.9,0
15250701576,2024-05-06 11:49:23,walking,3481.28,790.5,262,88,112,7.88,3.36,0.4,0
15252729056,2024-05-06 14:06:14,running,3650.03,6650.36,670,137,183,70.43,86.5,3.7,0.1
15304612104,2024-05-07 20:50:39,walking,2339.41,2908.28,213,90,117,28.33,5.66,0.7,0
15304612663,2024-05-09 14:42:21,walking,3945.12,337.58,232,81,110,6.8,2.01,0.2,0
15306619843,2024-05-09 17:00:03,running,2480.88,4225.02,411,127,156,34.25,49.11,3,0
15321678214,2024-05-10 13:36:44,walking,8488.9,1074.16,359,72,100,5.79,1.79,0.2,0
15325318034,2024-05-10 19:13:38,walking,1558.77,215.69,96,81,101,11.88,1.75,0.2,0
15335233983,2024-05-11 11:04:04,walking,4921.67,857.34,344,87,121,12.02,6.45,0.8,0
15362621270,2024-05-12 20:01:36,walking,5996.69,6459.65,545,84,120,49.13,9.39,1.2,0
15373312903,2024-05-13 16:45:26,running,2880.36,5093.63,447,123,164,33.59,63.57,3.3,0
15383918177,2024-05-14 08:36:39,running,2492.87,6231.54,557,150,182,76.09,112.99,4,1.5
15426510880,2024-05-15 09:11:45,running,2751.02,5249.37,466,128,160,54.89,52.15,3.1,0.3
15426514384,2024-05-16 05:45:23,walking,1335.19,1897.61,174,113,151,10.08,11.07,1.5,0
15438662175,2024-05-17 13:48:29,walking,6025.12,747.53,317,78,104,3.34,2.34,0.3,0
15464715877,2024-05-19 07:34:47,treadmill_running,1808.36,5015.03,366,135,165,0,77.8,3.6,0
15477202999,2024-05-19 18:55:41,walking,2391.43,2015.45,176,80,98,25.18,2.8,0.3,0
15491143589,2024-05-20 15:14:47,running,7827.87,16096.67,1391,136,177,151.01,157.45,4.9,0
15495014833,2024-05-20 20:45:55,strength_training,886.08,0,149,122,142,0,14.84,1.7,0
15505787758,2024-05-21 14:04:41,walking,3600.71,2035.44,259,88,103,7.22,2.45,0.2,0
15508704470,2024-05-21 17:28:01,walking,3404.59,2265.7,216,81,99,10.54,2.4,0.2,0
15509636773,2024-05-21 18:52:57,walking,1008.17,1175.53,92,85,96,4.92,3.3,0.3,0
15511225759,2024-05-21 19:26:42,walking,2633.53,314.11,166,83,108,2.35,2.09,0.2,0
15518538520,2024-05-22 09:19:47,walking,1654.07,414.09,96,79,104,9.83,1.93,0.2,0
15520350558,2024-05-22 10:15:46,walking,7070.34,2630.97,395,79,239,40.81,3.18,0.3,0
15520874835,2024-05-22 12:51:48,walking,1271.77,399.23,102,90,104,7.17,2.62,0.3,0
15543860141,2024-05-23 18:56:14,walking,3667.43,4112.92,323,89,108,38.29,5.49,0.6,0
15583238851,2024-05-25 11:47:23,walking,9784.8,7541.33,941,106,155,312.04,24.66,2.1,0.1
15604455077,2024-05-27 14:18:29,walking,2539.87,220.66,99,70,89,1.38,0.8,0,0
15608743436,2024-05-27 17:25:58,walking,6164.65,3024.58,388,81,117,48.15,2.7,0.3,0
15639225319,2024-05-29 15:35:06,walking,1184.31,420.18,98,90,120,11.41,2.86,0.3,0
15640888895,2024-05-29 16:24:58,walking,4746.98,979.13,315,85,118,11.49,4.18,0.4,0
15642214338,2024-05-29 18:47:35,walking,468.84,635.53,54,101,112,3.76,2.94,0.3,0
15644417731,2024-05-29 19:56:39,walking,3105.91,1421.26,236,87,110,16.81,4.11,0.4,0
15651142214,2024-05-30 09:05:46,walking,1515.16,2256.4,175,90,133,35.74,6.84,0.7,0
15653191103,2024-05-30 11:44:33,strength_training,3209.31,0,355,106,138,0,13.04,1.5,0
15660570897,2024-05-30 16:08:55,walking,12083.66,8119.24,850,83,113,82.05,7.09,0.8,0
15669728469,2024-05-31 12:35:33,walking,2046.77,1015.32,174,89,118,36.34,4.09,0.4,0
15670978614,2024-05-31 13:54:30,walking,2570.24,3319.83,296,107,146,37.37,15.92,1.8,0
15673995286,2024-05-31 17:47:56,walking,1045.58,1631.95,134,119,143,20.27,8.06,0.9,0
15683382347,2024-06-01 10:00:14,walking,3227.13,2042.86,214,80,106,11.02,3.99,0.4,0
15691091450,2024-06-01 14:22:15,walking,13463.76,2074.89,572,73,134,29.1,2.33,0.2,0
15692231410,2024-06-01 19:12:20,walking,840.1,210.23,91,101,119,7,3.94,0.4,0
15698694720,2024-06-02 08:51:34,strength_training,2607.48,0,328,111,147,0,16.8,1.9,0
15704176747,2024-06-02 13:35:05,walking,3459.46,1485.05,314,99,127,32.11,6.17,0.7,0
15705956678,2024-06-02 15:28:56,walking,2084.3,1074.77,179,93,119,10.18,3.5,0.4,0
15707253168,2024-06-02 16:57:44,walking,481.34,431.71,41,98,108,4.8,1.69,0.1,0
15723520375,2024-06-03 15:41:02,walking,10492.53,6772.37,732,83,110,88.42,3.8,0.4,0
15725206364,2024-06-03 19:04:43,strength_training,3326.7,0,408,113,153,0,21.94,2,0.2
15731770749,2024-06-04 07:14:20,strength_training,518.27,0,81,117,138,0,9.22,1,0
15735683208,2024-06-04 12:43:34,treadmill_running,1682.13,4008.31,332,135,155,0,47.97,2.8,0
15740782937,2024-06-04 16:51:54,walking,5913.12,2328.14,375,84,105,9.01,2.46,0.2,0
15753037623,2024-06-05 06:41:48,strength_training,483.52,0,91,127,149,0,17.27,1.9,0
15753037841,2024-06-05 12:16:57,treadmill_running,1323.84,2004.91,144,104,113,0,6.47,0.7,0
15755835350,2024-06-05 14:16:20,walking,2455.04,1318.64,187,89,111,6.11,2.72,0.3,0
15758723749,2024-06-05 17:33:13,walking,3373.86,813.23,312,102,121,5.24,7.42,0.8,0
15761957604,2024-06-05 19:14:22,walking,6029.15,2764.55,389,85,117,9.03,2.83,0.3,0
15770607343,2024-06-06 12:30:06,walking,480.35,4.06,80,121,137,0,9.33,1,0
15772514995,2024-06-06 13:35:20,walking,3750.78,5318.95,423,112,131,46.73,17.71,2,0
15774280633,2024-06-06 16:15:30,strength_training,1311.1,0,128,98,125,0,4.66,0.5,0
15806718010,2024-06-08 14:32:23,walking,1860.56,1189.37,203,96,141,31.75,10.17,1.1,0
15812565496,2024-06-08 18:14:20,walking,10698.4,5036.68,716,87,121,57.89,3.94,0.4,0
15822069736,2024-06-09 12:40:57,walking,2428.7,914.86,158,81,97,5.6,2.52,0.2,0
15824749738,2024-06-09 15:09:35,running,2441.57,431.42,187,90,109,5.73,3.37,0.3,0
15826929664,2024-06-09 17:18:01,walking,1843.17,1172.75,125,81,101,22.95,2.54,0.2,0
15839990070,2024-06-10 15:15:55,walking,2891.2,560.67,139,75,99,9.53,1.84,0.2,0
15854215626,2024-06-11 13:05:58,walking,598.5,862.3,64,97,111,4.64,3.07,0.4,0
15858149228,2024-06-11 17:11:33,strength_training,1270.25,0,147,106,145,0,10.85,1.4,0
15918617838,2024-06-15 10:45:37,walking,833.09,451.56,80,97,114,1.07,3.39,0.4,0
15920520888,2024-06-15 11:16:25,walking,4015.35,2553.86,216,76,101,16.98,2.71,0.3,0
15920523956,2024-06-15 12:26:03,strength_training,1420.53,0,154,102,129,0,6.81,0.9,0
15932856844,2024-06-16 07:20:49,treadmill_running,1864.56,5037.5,369,134,168,0,62.02,3.3,0
15937991304,2024-06-16 12:49:53,walking,1822.93,261.69,176,99,136,34.13,5.78,0.7,0
15943550992,2024-06-16 18:07:03,walking,947.83,466.65,70,87,104,2.22,2.02,0.2,0
15955522259,2024-06-17 14:36:42,walking,1828.38,352.72,115,83,106,1.07,2.03,0.2,0
15955980245,2024-06-17 15:29:18,strength_training,24.94,0,2,85,95,0,0.68,0,0
15956669563,2024-06-17 15:47:13,walking,2515.62,233.71,142,80,104,2.05,1.76,0.2,0
15959794160,2024-06-17 18:58:15,walking,2036.36,391.94,131,83,124,1.17,3.8,0.5,0
15987613038,2024-06-19 12:05:21,walking,633.81,469.25,59,95,110,6.13,2.47,0.3,0
15993267795,2024-06-19 17:38:21,running,1599.73,4269.21,337,142,159,0,66.65,3.4,0
16001343734,2024-06-20 06:08:31,running,1067.19,3356.55,275,155,179,23.22,108.84,3.8,1.9
16007733314,2024-06-20 14:10:22,walking,5109.04,2016.86,281,79,106,6.5,2.45,0.2,0
16019333579,2024-06-21 09:30:44,running,1126.72,3362.2,274,158,183,26.69,102.36,3.4,2.1
16034373829,2024-06-22 10:01:04,running,1228.61,3267.38,281,152,173,30.41,78.3,3.2,0.8
16063355823,2024-06-23 11:20:06,hiking,35777.97,21150,3351,106,147,1606.36,34.64,2.4,0.1
16086424589,2024-06-24 10:37:01,walking,9252.32,7748.68,663,89,121,24.91,3.77,0.4,0
16094916542,2024-06-25 12:12:14,hiking,24166.09,18026.45,2668,114,183,1114.04,140.81,4,2
16113964930,2024-06-26 19:16:07,walking,3123.08,2238.65,242,93,112,11.77,2.86,0.2,0
16137521025,2024-06-28 11:24:01,walking,731.28,725.88,70,100,113,12.01,2.76,0.3,0
16139787657,2024-06-28 11:39:04,cycling,6457.13,22174.08,586,101,116,128.69,7.66,0.8,0
16141431903,2024-06-28 14:56:27,cycling,4522.88,16104.72,426,99,134,217.04,16.23,1.8,0
16141433047,2024-06-28 16:15:41,incident_detected,34,6.04,5,110,114,0,0.44,0,0
16141848769,2024-06-28 16:26:12,cycling,1084.66,3953,124,104,119,37.48,5.84,0.6,0
16144494102,2024-06-28 19:13:18,walking,1822.34,1865.65,174,103,120,25.11,5.37,0.6,0
16146433003,2024-06-28 21:45:45,walking,2274.03,1805.05,178,93,117,20.26,3.63,0.4,0
16149488840,2024-06-29 04:29:17,walking,2865.44,1867.84,178,78,107,19.78,3.21,0.3,0
16159177858,2024-06-29 16:26:53,walking,1224.31,885.12,99,89,108,21.97,2.6,0.3,0
16174957453,2024-06-30 16:00:02,walking,2237.95,357.19,187,94,130,2.4,5.47,0.6,0
16179252606,2024-06-30 20:55:19,walking,1419.26,668.58,144,101,126,6.82,5.05,0.5,0
16191151732,2024-07-01 17:52:31,walking,1178.29,476.61,112,95,116,2.14,3.5,0.4,0
16194724905,2024-07-01 21:02:15,walking,2243.72,796.38,273,111,126,8.59,12.44,1.4,0
16221989017,2024-07-03 12:43:44,walking,6671.43,4937.62,647,98,145,55.64,11.22,1.2,0
16238718311,2024-07-04 14:21:37,walking,2011.69,776.66,206,101,127,4.61,7.88,0.9,0
16243701558,2024-07-04 18:00:36,walking,4589.74,685.88,268,80,112,16.86,2.23,0.2,0
16250486542,2024-07-05 07:26:26,walking,1353.12,1538.7,130,92,108,21.03,4.29,0.4,0
16254895779,2024-07-05 13:22:42,walking,2969.58,2383.79,212,78,100,8.48,8.34,0.8,0.1
16258657300,2024-07-05 17:21:43,walking,3130.1,3597.45,286,88,112,27.13,8.92,1,0
16273245767,2024-07-06 12:04:59,kayaking_v2,12262.8,11200.52,822,87,122,106.05,3.97,0.4,0
16277503011,2024-07-06 20:48:11,walking,2000.35,412.13,172,94,111,17.06,3.69,0.4,0
16287629650,2024-07-07 13:41:25,walking,2178.71,1111.27,156,87,105,15.54,2.79,0.3,0
16299851021,2024-07-08 08:57:24,walking,1388.28,153.77,131,96,120,4.89,3.97,0.4,0
16322095137,2024-07-09 13:48:52,walking,3393.46,803.9,151,73,90,10.13,1.26,0.1,0
16324514583,2024-07-09 16:43:13,walking,3136.03,1935.36,255,90,110,13.74,4.46,0.5,0
16328003543,2024-07-09 19:21:38,walking,3959.7,944.54,305,90,127,7.06,3.57,0.4,0
16335329340,2024-07-10 09:35:47,walking,1598.7,1595.9,123,79,98,11.7,3.97,0.4,0
16336121682,2024-07-10 11:03:22,walking,946.08,464.16,62,82,92,4.52,1.54,0.1,0
16340802456,2024-07-10 16:20:31,walking,782.2,182.67,58,85,101,7.42,1.78,0.2,0
16405725485,2024-07-14 14:22:07,walking,538.63,285.81,58,100,116,21.84,2.98,0.3,0
16422843681,2024-07-15 15:30:55,walking,1366,423.53,101,86,113,3.29,3.08,0.3,0
16426794357,2024-07-15 18:42:15,walking,4128.28,1925.63,210,74,104,7.04,2.06,0.2,0
16427565707,2024-07-15 20:01:02,walking,1976.68,1006.81,95,67,95,7.21,1.66,0.1,0
16440828957,2024-07-16 15:49:26,walking,346.95,273.37,27,90,102,2.11,1.14,0.1,0
16443705791,2024-07-16 18:34:34,walking,2463.98,1036.69,223,96,127,9.72,5.68,0.6,0
16456063084,2024-07-17 13:07:54,walking,2308.15,2006.28,270,116,148,31.51,13.52,1.5,0
16488662360,2024-07-19 10:15:01,walking,3485.69,4999.51,375,91,123,52.05,12.18,1.4,0
16519128141,2024-07-20 14:11:08,cycling,3963.98,7766.86,286,87,109,37.25,3,0.3,0
16519224031,2024-07-20 17:35:00,cycling,10045,12205.86,0,,,108,,,
16530472651,2024-07-21 15:26:19,walking,14567.91,9479.89,1115,92,128,56.51,4.35,0.5,0
16588351182,2024-07-25 18:03:44,walking,1682.93,313.78,152,96,117,9.16,4.71,0.5,0
16606466906,2024-07-27 20:45:53,walking,1250.88,1360.25,125,106,124,14.44,4.49,0.5,0
16611354514,2024-07-28 12:01:05,walking,5464.33,6478.32,554,112,136,43.21,13.52,1.5,0
16628958103,2024-07-30 10:18:07,walking,2901.4,2852.48,273,96,116,11.81,6.36,0.7,0
16628958256,2024-07-30 14:01:58,walking,1974.59,2492.06,214,105,120,24.31,8.8,1,0
16630545242,2024-07-30 16:55:28,walking,3433.46,507.35,249,89,118,11.52,3.6,0.4,0
16635774633,2024-07-31 08:43:15,cycling,1060.08,2475.35,111,99,117,10.55,5.39,0.6,0
16637675226,2024-07-31 13:19:41,walking,2006.76,2536.98,204,93,108,7.28,7.19,0.8,0
16645131392,2024-08-01 10:29:57,mountain_biking,937.4,2481.25,99,100,120,7.17,4.31,0.5,0
16646469049,2024-08-01 13:43:10,mountain_biking,971.29,2485.73,133,112,136,40.09,11.38,1.3,0
16653161763,2024-08-02 09:35:52,mountain_biking,1116.35,2538.47,115,99,120,13.92,4.64,0.5,0
16654865959,2024-08-02 13:46:14,mountain_biking,1076.03,2744.8,104,97,115,17.39,3.78,0.4,0
16657185101,2024-08-02 16:44:05,mountain_biking,4317.08,10920.53,453,103,127,48.11,8.76,1,0
16662203354,2024-08-03 11:33:13,strength_training,2593.92,0,463,131,160,0,57.19,2.9,0.7
16666713102,2024-08-03 20:12:08,walking,3315.65,1197.67,311,103,125,12.07,9.17,1,0
16674929302,2024-08-04 19:18:53,walking,610.83,114.96,48,88,101,1.15,1.98,0.2,0
16678328640,2024-08-05 08:50:01,strength_training,2316.6,0,315,117,165,0,23.59,2.1,0
16687680870,2024-08-06 09:50:29,strength_training,3005.92,0,500,129,157,0,55.03,3,0.1
16691649535,2024-08-06 17:20:43,walking,4042.78,1312.61,291,89,116,8.85,3.5,0.4,0
16695811116,2024-08-07 06:06:26,strength_training,1918.57,0,328,126,150,0,35.73,2.5,0.1
16699204658,2024-08-07 13:37:47,walking,3204.12,1400.16,232,92,124,17.07,5.89,0.6,0
16699204843,2024-08-07 14:31:56,mountain_biking,920.75,2323.32,92,98,123,9.26,4.7,0.5,0
16708682905,2024-08-08 15:56:05,walking,1128.21,219.09,112,99,124,13.26,4.48,0.5,0
16712121152,2024-08-08 17:10:26,walking,770.96,94.35,46,80,95,0,1.08,0.1,0
16715031536,2024-08-09 10:27:44,strength_training,3136.05,0,540,128,160,0,64.05,3,1
16716144091,2024-08-09 13:26:59,mountain_biking,1946.44,5112.08,229,107,128,29.97,10.88,1.2,0
16722978456,2024-08-10 10:20:05,strength_training,2869.19,0,370,114,139,0,19.41,2,0
16735157766,2024-08-11 12:01:54,mountain_biking,9995.8,27513.73,1142,112,164,338.79,48.69,2.6,1.1
16739902848,2024-08-12 07:44:19,strength_training,3177.03,0,357,108,134,0,11.94,1.3,0
16740548517,2024-08-12 09:19:24,treadmill_running,3252.99,4546.16,272,94,111,0,4.53,0.5,0
16743506166,2024-08-12 16:54:39,running,1562.6,3823.06,351,148,177,34.33,69.95,3.2,0
16744103542,2024-08-12 17:54:33,walking,2278.03,906.73,200,95,143,7.21,7.66,0.8,0
16749124885,2024-08-13 09:02:50,mountain_biking,1885.62,3581.98,192,100,120,16.72,6.1,0.7,0
16750079801,2024-08-13 11:43:35,treadmill_running,1355.22,3052.78,259,130,160,0,38.69,2.5,0.1
16751166750,2024-08-13 13:54:03,mountain_biking,962.63,2503.26,144,114,131,9.41,10.96,1.2,0
16753317143,2024-08-13 17:36:05,walking,2586.05,1003.88,204,91,125,7.01,3.24,0.3,0
16759797164,2024-08-14 12:44:40,treadmill_running,1561.87,3013.67,283,128,158,0,38.8,2.6,0
16771650016,2024-08-15 14:58:37,walking,12758.47,8592.98,926,92,117,93.38,4.19,0.4,0
16789953333,2024-08-17 18:46:08,walking,3680.52,4011.51,298,82,100,27.83,3.85,0.4,0
16793703219,2024-08-18 11:17:49,walking,256.82,291.09,27,102,108,1.25,1.58,0.1,0
16794153950,2024-08-18 11:40:27,treadmill_running,1618.33,3005.47,187,107,122,0,10.07,1.1,0
16795948400,2024-08-18 14:45:53,strength_training,2364.6,0,339,117,159,0,29.27,2.3,0
16802368109,2024-08-19 10:18:09,walking,4476.36,4666.99,384,85,106,41.26,4.52,0.5,0
16811619719,2024-08-20 12:04:19,strength_training,2111.73,0,266,111,137,0,14.91,1.7,0
16812345884,2024-08-20 13:04:55,walking,632.72,914.54,54,88,106,1.02,2.49,0.2,0
16813865446,2024-08-20 16:58:29,walking,224.32,224.95,19,89,102,0,0.89,0.1,0
16814519506,2024-08-20 17:02:57,walking,2876.25,4261.1,332,109,123,43.35,14.67,1.6,0
16824301404,2024-08-21 18:37:51,walking,1559.39,233.18,164,103,126,1.01,6.92,0.8,0
16829404864,2024-08-22 10:25:07,walking,2797.76,3919.5,308,112,123,33.46,12.04,1.3,0
16838907162,2024-08-23 11:55:39,walking,4639.69,5176.07,495,104,144,75.44,13.39,1.5,0
16845207534,2024-08-24 08:32:12,treadmill_running,761.97,1182.93,68,93,101,0,2.59,0.3,0
16850755834,2024-08-24 18:21:42,walking,4205.74,1693.48,341,96,118,10.35,4.26,0.4,0
16854865317,2024-08-25 09:21:49,treadmill_running,5653.98,10082.47,695,116,174,0,59.92,2.7,1.9
16856476113,2024-08-25 12:41:33,strength_training,3558.17,0,679,138,170,0,105.2,3.6,1
16859000780,2024-08-25 17:28:06,walking,2713.11,319.52,240,99,120,9.6,4.95,0.5,0
16863899468,2024-08-26 10:54:24,strength_training,3706.98,0,464,116,154,0,37.11,2.5,0.1
16866667750,2024-08-26 17:00:20,walking,2707.56,3646.15,295,109,126,36.78,12.14,1.2,0
16871968458,2024-08-27 09:12:50,treadmill_running,1255.67,2307.07,160,110,167,0,21.52,2,0.1
16876139183,2024-08-27 16:51:13,walking,3380.34,4469.62,356,102,121,38.02,13.89,1.3,0
16880755137,2024-08-28 07:40:23,treadmill_running,623.08,1258.45,79,108,136,0,7.92,0.7,0
16890043272,2024-08-29 07:38:50,strength_training,3023.16,0,468,124,153,0,41.42,2.5,0.1
16893923391,2024-08-29 16:55:08,walking,3439.04,4303.95,329,101,120,40.43,10.21,1,0
16902257045,2024-08-30 05:41:21,hiking,18152.07,12427.51,2549,134,168,1366.2,190.83,4.2,2.3
16899453054,2024-08-30 11:00:34,hiking,176.37,151.99,27,115,127,2.36,2.96,0.2,0
16902275628,2024-08-30 11:04:38,hiking,23189.48,13563.9,2642,129,172,548.51,128.24,3.5,2
16909003716,2024-08-31 13:26:02,mountain_biking,1184.47,1892.39,135,104,122,11.84,7.43,0.7,0
16909748127,2024-08-31 13:53:23,mountain_biking,2024.87,5079.91,209,102,132,39.64,7.13,0.6,0
16926798773,2024-09-02 15:02:08,walking,969.09,67.57,47,75,106,0,1.22,0.1,0
16937310549,2024-09-03 16:59:42,walking,2957.54,4379.49,327,97,113,43.38,12.99,1.2,0
16942526423,2024-09-04 07:32:08,walking,1093.07,1529.75,111,96,109,11.91,5.04,0.4,0
16943367738,2024-09-04 09:06:50,strength_training,4279.23,0,595,124,151,0,44.61,2.5,0
16946428552,2024-09-04 16:52:58,walking,1296.3,260.55,86,85,110,4.81,2.48,0.2,0
16948383899,2024-09-04 19:01:39,walking,4809.89,6234.88,453,100,116,66.38,14.26,1.3,0
16951421945,2024-09-05 06:03:34,strength_training,3725.88,0,569,128,156,0,50.78,2.6,0
16951650447,2024-09-05 07:29:26,walking,1203.76,1610.5,123,109,133,15.52,7,0.6,0
16952287916,2024-09-05 09:41:56,walking,521.81,609.57,71,121,136,6.65,5.95,0.5,0
16956047498,2024-09-05 18:07:26,walking,1891.91,578.42,103,78,114,1.1,2.06,0.1,0
16959974423,2024-09-06 06:15:46,treadmill_running,1966.18,4007.95,250,113,144,0,18.56,1.7,0
16960465005,2024-09-06 07:49:37,walking,2153.08,0,261,111,130,0,13.2,1.2,0
16960908387,2024-09-06 09:47:36,walking,252.87,333.98,28,110,119,2.37,1.97,0.1,0
16972846437,2024-09-07 15:49:19,strength_training,3686.13,0,545,123,157,0,44.75,2.5,0
16974142470,2024-09-07 18:50:31,mountain_biking,542.4,1276.59,55,98,124,12.1,3.62,0.3,0
16974510913,2024-09-07 19:37:17,mountain_biking,464.89,1293.31,43,94,114,6.58,2.31,0.2,0
16977803506,2024-09-08 06:27:24,mountain_biking,10627.2,41935.78,1095,112,171,485.38,95.44,3.2,0.8
16990512991,2024-09-09 17:24:14,strength_training,3570.83,0,458,117,145,0,25.51,2.1,0
16990984232,2024-09-09 18:51:46,treadmill_running,1200.83,1838.53,150,110,120,0,8.21,0.7,0
16995016984,2024-09-10 07:52:21,treadmill_running,1276.12,2011.47,137,105,120,0,6.24,0.5,0
17016629949,2024-09-12 17:18:14,walking,2303.87,390.45,95,72,103,0,1.29,0.1,0
17024323039,2024-09-13 16:23:59,walking,1969.81,487.91,178,100,118,4.8,6.52,0.6,0
17024523821,2024-09-13 17:04:59,mountain_biking,1125.11,2710.32,117,101,119,15.05,5.38,0.5,0
17042099556,2024-09-15 17:12:03,walking,1536.79,1074.23,123,93,122,12.08,3.94,0.3,0
17050222475,2024-09-16 17:17:50,walking,4666.18,1554.88,253,79,109,5.4,2.42,0.2,0
17103920991,2024-09-22 18:16:41,mountain_biking,3458.1,2972.96,265,91,120,19.77,4.51,0.5,0
17142374334,2024-09-27 07:08:04,hiking,19096.72,20596.27,1525,95,165,1010.73,89.56,3.4,0.6
17218039390,2024-10-06 14:06:18,walking,5243.65,1723.78,286,78,109,29.73,2.48,0.3,0
17271813474,2024-10-07 17:05:35,walking,1718.65,1639.43,118,81,103,5.2,5.58,0.7,0
17271814790,2024-10-09 19:31:55,walking,1453.12,1423.18,146,104,120,5.03,6.17,0.7,0
17281029514,2024-10-14 09:18:13,hiking,7100.75,3767.93,521,93,142,181.48,19.85,2,0
17313684918,2024-10-17 08:01:04,hiking,29851.98,16890.7,2584,105,147,1424.57,39.55,2.6,0
17316207806,2024-10-18 15:55:14,walking,3152.69,829.9,215,87,115,8.54,2.64,0.3,0
17340126798,2024-10-21 15:32:44,walking,1687.7,434.05,185,108,121,2.21,9.01,1,0
17341017464,2024-10-21 17:07:03,walking,2809.58,1999.94,202,86,105,9.7,3.3,0.3,0
17356376142,2024-10-23 13:07:40,walking,1931.07,432.65,212,108,128,3.26,10.35,1.1,0
17381661338,2024-10-26 14:25:10,walking,4793.78,4012.11,423,99,137,151.15,9.85,1.1,0
17383941664,2024-10-26 20:00:43,walking,692.08,933.09,94,121,139,2.18,7.05,0.9,0
17392291517,2024-10-27 14:58:15,walking,6698.31,2610.27,379,79,104,23.12,2.4,0.3,0
17408053753,2024-10-29 16:38:43,walking,2981.24,2845.91,276,93,112,14.76,9.26,1.2,0
17415620988,2024-10-30 14:26:38,walking,2071.19,1376.15,186,97,127,2.19,8.2,1.1,0
17432613743,2024-11-01 11:51:02,walking,3129.41,2022.99,280,101,120,7.19,6.87,0.9,0
17439056180,2024-11-02 12:47:23,walking,5937.28,3456.2,394,75,104,38.36,4.26,0.5,0
17455761155,2024-11-04 13:56:34,walking,345.65,100.08,38,101,117,1.12,2.27,0.3,0
17455761358,2024-11-04 14:09:55,walking,2900.45,1644.75,258,100,119,0,6.95,0.9,0
17456760493,2024-11-04 17:05:15,walking,1023.74,950.35,96,93,103,3.71,3.4,0.4,0
17470755954,2024-11-06 10:15:30,strength_training,3293.33,0,418,115,150,0,21.14,2.2,0
17470945132,2024-11-06 11:11:04,treadmill_running,1209.9,1874.3,173,116,135,0,11.93,1.6,0
17472849788,2024-11-06 15:34:40,walking,1907.6,632.71,154,92,109,0,3.3,0.4,0
17478468438,2024-11-07 09:38:16,strength_training,1248.05,0,163,113,146,0,14.92,2,0
17481539126,2024-11-07 17:37:03,walking,231.74,250.05,21,91,100,2.34,1.09,0.1,0
17534446698,2024-11-10 19:44:16,walking,948.55,1035.54,107,98,114,14.59,5.36,0.7,0
17534447085,2024-11-13 07:38:45,hiit,483.02,0,70,114,135,0,7.44,1,0
17534448892,2024-11-13 08:05:06,walking,3380.35,3644.7,323,94,114,25.18,6.84,0.9,0
17534449247,2024-11-13 17:36:03,strength_training,686.84,0,98,114,128,0,8.2,1.1,0
17534449717,2024-11-14 09:09:28,hiit,485.24,0,90,129,156,0,15.23,2,0
17537710252,2024-11-14 17:32:19,walking,4210.8,6585.51,520,121,138,60.72,23.64,2.3,0
17544237351,2024-11-15 15:23:10,walking,3545.67,1705.25,356,108,134,2.14,12.75,1.7,0
17559648840,2024-11-17 12:59:41,walking,5264.01,4701.9,497,102,135,198.96,13.11,1.7,0
17582836606,2024-11-20 15:26:49,walking,2036.74,2583.74,201,91,114,25.39,6.68,0.9,0
17641900044,2024-11-21 16:16:35,walking,1307.33,1175.58,139,106,128,10.44,6.22,0.8,0
17641901067,2024-11-21 19:49:53,walking,938.26,989.88,108,105,123,11.82,5.47,0.7,0
17641902078,2024-11-22 22:46:15,walking,751.49,986.18,84,97,114,3.16,4.45,0.6,0
17641903010,2024-11-25 17:25:55,walking,713.05,1063.23,69,96,118,0,4.05,0.5,0
17643679906,2024-11-28 17:32:56,walking,3659.48,3552.11,324,99,123,30.14,7.56,1,0
17873190942,2024-12-30 14:39:41,walking,3280.19,3210.3,239,76,102,14.4,3.76,0.5,0
17881177533,2024-12-31 13:38:34,running,3127.61,5639.31,526,145,180,36.19,73.82,3.5,0
17922714035,2025-01-05 13:05:07,walking,7740.03,4905.64,548,87,120,41.03,4.04,0.5,0
17958629901,2025-01-09 18:56:52,treadmill_running,605.37,712.09,62,98,107,0,2.7,0.3,0
17959469083,2025-01-09 19:47:58,treadmill_running,2776.03,4224.37,367,115,158,0,24.44,2.3,0
17964222511,2025-01-10 12:23:33,treadmill_running,2704.25,4570,273,103,112,0,9.42,1.2,0
